59484.879008	 437265050.000	   6.159	9990
59484.879020	 437265050.000	  10.073	9990
59484.879193	 437264950.000	   9.995	9990
59484.879205	 437264950.000	  17.282	9990
59484.879379	 437264850.000	   6.775	9990
59484.879390	 437264850.000	  15.565	9990
59484.879564	 437264700.000	  12.906	9990
59484.879575	 437264700.000	  26.933	9990
59484.879749	 437264450.000	  19.864	9990
59484.879760	 437264450.000	  23.009	9990
59484.880119	 437263800.000	   5.946	9990
59484.880131	 437263800.000	  23.215	9990
59484.880316	 437263300.000	  19.838	9990
59484.880490	 437262650.000	  25.697	9990
59484.880501	 437262650.000	  31.095	9990
59484.880675	 437261750.000	  22.485	9990
59484.880686	 437261750.000	  30.665	9990
59484.880860	 437260600.000	  13.756	9990
59484.880872	 437260550.000	  24.880	9990
59484.881045	 437259050.000	  18.137	9990
59484.881057	 437259000.000	  24.651	9990
59484.881230	 437257150.000	  19.355	9990
59484.881242	 437257100.000	  15.077	9990
59484.881416	 437255050.000	  18.245	9990
59484.881427	 437255000.000	  16.839	9990
59484.881601	 437253050.000	  14.314	9990
59484.881612	 437253000.000	  17.738	9990
59484.881786	 437251150.000	   7.846	9990
59484.881798	 437251100.000	  14.537	9990
59484.881971	 437249650.000	   7.420	9990
59484.881983	 437249650.000	  20.617	9990
59484.882156	 437248550.000	  44.059	9990
59484.882168	 437248500.000	  19.519	9990
59484.882341	 437247700.000	  44.716	9990
59484.882353	 437247700.000	  24.124	9990
59484.882538	 437247050.000	   5.239	9990
59484.882712	 437246650.000	  16.603	9990
59484.882723	 437246600.000	  23.855	9990
59484.882897	 437246300.000	  14.228	9990
59484.882909	 437246300.000	  17.305	9990
59484.883082	 437246000.000	  30.318	9990
59484.883094	 437246000.000	  29.240	9990
59484.883267	 437245800.000	  12.791	9990
59484.883279	 437245800.000	  39.038	9990
59484.883464	 437245650.000	  16.454	9990
59484.883649	 437245500.000	  22.213	9990
59484.883823	 437245400.000	  10.841	9990
59484.883835	 437245400.000	  46.757	9990
59484.884008	 437245350.000	  12.617	9990
59484.884020	 437245350.000	  21.888	9990
59484.884193	 437245250.000	  10.579	9990
59484.884205	 437245250.000	  17.343	9990
59484.884379	 437245200.000	  14.632	9990
59484.884390	 437245200.000	  26.427	9990
59484.946661	 437259050.000	   9.060	9990
59484.947032	 437257950.000	   7.381	9990
59484.947773	 437255550.000	   6.027	9990
59484.948328	 437253650.000	   9.331	9990
59484.948513	 437253100.000	  13.795	9990
59484.949069	 437251450.000	  12.184	9990
59484.949254	 437250950.000	  12.592	9990
59484.949439	 437250550.000	   8.606	9990
59484.949624	 437250100.000	  16.621	9990
59484.950180	 437249050.000	   7.378	9990
59484.950365	 437248800.000	   5.779	9990
59484.950735	 437248250.000	   6.621	9990
59485.360131	 437259800.000	   9.263	9990
59485.360304	 437259350.000	   5.507	9990
59485.360316	 437259350.000	  11.054	9990
59485.360872	 437257750.000	  13.432	9990
59485.361427	 437256000.000	  21.760	9990
59485.361612	 437255400.000	  15.989	9990
59485.361797	 437254750.000	  27.992	9990
59485.361983	 437254150.000	  23.446	9990
59485.362168	 437253550.000	  34.891	9990
59485.362353	 437252950.000	  30.333	9990
59485.362538	 437252400.000	  32.973	9990
59485.362908	 437251350.000	  17.700	9990
59485.363094	 437250900.000	  16.735	9990
59485.424622	 437265400.000	   7.022	9990
59485.424806	 437265350.000	  18.713	9990
59485.424992	 437265300.000	  11.972	9990
59485.425177	 437265300.000	   9.173	9990
59485.425362	 437265250.000	   7.235	9990
59485.426288	 437264700.000	   5.317	9990
59485.426473	 437264450.000	  10.783	9990
59485.426658	 437264150.000	  21.596	9990
59485.426658	 437264150.000	  21.596	9990
59485.426844	 437263800.000	  18.802	9990
59485.427029	 437263250.000	  17.390	9990
59485.427214	 437262600.000	  19.672	9990
59485.427399	 437261650.000	  30.402	9990
59485.427585	 437260400.000	  18.532	9990
59485.427770	 437258850.000	  13.416	9990
59485.427955	 437256950.000	  17.691	9990
59485.428140	 437254850.000	  12.991	9990
59485.428325	 437252800.000	  15.609	9990
59485.428510	 437251000.000	  15.411	9990
59485.428696	 437249550.000	  20.634	9990
59485.428881	 437248450.000	  32.983	9990
59485.429066	 437247600.000	  18.663	9990
59485.429251	 437247000.000	  40.606	9990
59485.429436	 437246550.000	  15.572	9990
59485.429621	 437246200.000	  33.596	9990
59485.429807	 437245950.000	  13.486	9990
59485.429992	 437245750.000	  12.091	9990
59485.430177	 437245550.000	  13.343	9990
59485.430362	 437245450.000	  27.671	9990
59485.430547	 437245350.000	  29.188	9990
59485.430732	 437245250.000	  20.192	9990
59485.430918	 437245200.000	  11.438	9990
